Unnamed: 0,status,loan_amnt,term,annual_inc,dti,payment_inc_ratio,revol_bal,revol_util,purpose,home_ownership,delinq_2yrs_zero,pub_rec_zero,open_acc,grade,outcome,emp_length,purpose_,home_,emp_len_,borrower_score
25383,Fully Paid,7100,36 months,75000,7.25,3.62576,6111,22.7,home_improvement,MORTGAGE,1,1,15,5.4,paid off,11,home_improvement,MORTGAGE, > 1 Year,0.65
10600,Charged Off,3000,36 months,72000,15.72,1.8265,55243,69.0,major_purchase,OWN,1,0,9,3.6,default,4,major_purchase,OWN, > 1 Year,0.45
44874,Fully Paid,5750,36 months,32000,8.74,7.23337,5674,78.8,credit_card,RENT,1,1,12,6.0,paid off,2,credit_card,RENT, > 1 Year,0.45
35229,Fully Paid,20000,36 months,47000,12.54,17.0461,8721,60.1,home_improvement,OWN,0,1,9,5.8,paid off,11,home_improvement,OWN, > 1 Year,0.65
29373,Fully Paid,25000,36 months,70000,10.95,13.5072,7906,28.0,credit_card,OWN,1,1,17,7.0,paid off,1,credit_card,OWN, > 1 Year,0.65
11960,Charged Off,10800,36 months,50898,28.69,8.472,24103,95.5,credit_card,MORTGAGE,1,1,11,5.6,default,11,credit_card,MORTGAGE, > 1 Year,0.4
27732,Fully Paid,12000,36 months,115000,18.82,4.09889,14096,68.9,debt_consolidation,RENT,1,1,5,5.6,paid off,4,debt_consolidation,RENT, > 1 Year,0.55
10645,Charged Off,18000,60 months,40000,30.72,15.4596,11852,64.1,credit_card,RENT,1,1,14,1.8,default,4,credit_card,RENT, > 1 Year,0.65
8489,Charged Off,4500,36 months,95000,15.85,2.14598,22040,74.0,debt_consolidation,RENT,1,1,14,2.4,default,4,debt_consolidation,RENT, > 1 Year,0.5
40978,Fully Paid,10000,36 months,110000,15.7,2.04916,11419,32.8,debt_consolidation,MORTGAGE,1,1,11,6.8,paid off,6,debt_consolidation,MORTGAGE, > 1 Year,0.75
601,Charged Off,22000,60 months,78000,20.03,9.35954,20705,58.8,debt_consolidation,MORTGAGE,1,1,10,1.8,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
34849,Fully Paid,35000,60 months,300000,12.14,3.6874,28967,57.1,debt_consolidation,MORTGAGE,0,1,9,4.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
17407,Charged Off,14400,36 months,36000,27.17,16.7123,16573,60.7,debt_consolidation,OWN,1,1,9,4.4,default,11,debt_consolidation,OWN, > 1 Year,0.2
3216,Charged Off,25000,36 months,250000,20.15,2.45117,84762,54.0,credit_card,MORTGAGE,1,1,11,5.4,default,3,credit_card,MORTGAGE, > 1 Year,0.45
31369,Fully Paid,10750,36 months,32250,20.84,13.6093,11405,91.2,debt_consolidation,RENT,1,1,8,4.2,paid off,5,debt_consolidation,RENT, > 1 Year,0.45
18843,Charged Off,2500,36 months,58000,19.03,1.75966,3131,62.6,other,RENT,1,1,7,6.0,default,7,other,RENT, > 1 Year,0.35
1248,Charged Off,5000,36 months,45000,11.52,4.87333,5276,99.5,debt_consolidation,MORTGAGE,1,1,6,2.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
24399,Fully Paid,10000,36 months,45000,17.28,9.11147,6151,43.3,debt_consolidation,RENT,0,1,10,4.2,paid off,4,debt_consolidation,RENT, > 1 Year,0.3
16506,Charged Off,7200,36 months,50000,4.46,6.28992,2508,53.4,debt_consolidation,MORTGAGE,1,1,14,3.4,default,1,debt_consolidation,MORTGAGE, > 1 Year,0.35
37311,Fully Paid,28000,60 months,87000,3.17,8.42414,55388,9.9,debt_consolidation,MORTGAGE,1,1,6,5.4,paid off,0,debt_consolidation,MORTGAGE, < 1 Year,0.45
38009,Fully Paid,8325,36 months,25000,9.73,12.84,6586,45.4,credit_card,OWN,1,1,4,5.2,paid off,5,credit_card,OWN, > 1 Year,0.75
9164,Charged Off,24250,60 months,55000,28.6,11.4092,11283,30.0,debt_consolidation,MORTGAGE,1,1,13,5.4,default,5,debt_consolidation,MORTGAGE, > 1 Year,0.4
14039,Charged Off,22250,60 months,65000,20.64,10.2685,20476,84.6,debt_consolidation,MORTGAGE,1,1,11,5.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.35
10198,Charged Off,17000,36 months,46000,30.21,14.9661,13816,68.1,debt_consolidation,RENT,1,1,15,5.8,default,7,debt_consolidation,RENT, > 1 Year,0.45
44073,Fully Paid,18000,36 months,105000,23.22,6.60994,9690,62.1,home_improvement,MORTGAGE,1,1,9,5.2,paid off,7,home_improvement,MORTGAGE, > 1 Year,0.25
27011,Fully Paid,20000,36 months,120000,10.93,6.3507,23837,67.7,debt_consolidation,MORTGAGE,1,1,15,7.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
34154,Fully Paid,5550,36 months,64000,7.22,3.22706,13245,61.0,debt_consolidation,MORTGAGE,1,1,8,6.8,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.4
36315,Fully Paid,8000,36 months,550000,0.53,0.569389,10202,89.5,major_purchase,MORTGAGE,1,1,5,5.4,paid off,6,major_purchase,MORTGAGE, > 1 Year,0.45
27257,Fully Paid,8700,36 months,40000,10.95,8.0139,5379,18.2,debt_consolidation,RENT,1,1,12,6.4,paid off,5,debt_consolidation,RENT, > 1 Year,0.6
4532,Charged Off,14500,36 months,28800,7.54,21.4488,5465,80.4,other,RENT,1,1,4,2.4,default,5,other,RENT, > 1 Year,0.4
28084,Fully Paid,25000,36 months,83000,14.67,11.2632,12220,73.2,credit_card,MORTGAGE,1,1,10,6.6,paid off,11,credit_card,MORTGAGE, > 1 Year,0.55
27253,Fully Paid,16000,36 months,45000,16.13,14.3741,10745,57.2,debt_consolidation,RENT,1,1,13,4.2,paid off,3,debt_consolidation,RENT, > 1 Year,0.7
38997,Fully Paid,8000,36 months,39480,29.42,7.67508,5684,38.1,debt_consolidation,OWN,1,1,10,7.0,paid off,5,debt_consolidation,OWN, > 1 Year,0.5
16397,Charged Off,30000,60 months,94000,9.63,10.7854,20483,78.5,debt_consolidation,RENT,1,1,6,1.2,default,11,debt_consolidation,RENT, > 1 Year,0.35
42661,Fully Paid,11500,60 months,63000,8.92,5.28171,4223,30.8,debt_consolidation,MORTGAGE,0,1,8,5.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
37415,Fully Paid,12000,60 months,42000,24.4,8.15486,14050,82.6,debt_consolidation,MORTGAGE,1,1,10,5.0,paid off,4,debt_consolidation,MORTGAGE, > 1 Year,0.45
22929,Fully Paid,9600,36 months,92500,24.48,4.02798,23210,78.4,debt_consolidation,RENT,1,1,16,5.2,paid off,6,debt_consolidation,RENT, > 1 Year,0.6
44604,Fully Paid,29000,60 months,92000,15.39,8.50826,38296,28.9,debt_consolidation,OWN,1,1,19,6.0,paid off,5,debt_consolidation,OWN, > 1 Year,0.7
5294,Charged Off,8275,36 months,109000,24.01,2.96488,29901,71.2,other,MORTGAGE,1,1,6,4.4,default,5,other,MORTGAGE, > 1 Year,0.6
35594,Fully Paid,21000,36 months,185000,21.07,4.59691,26604,42.3,small_business,MORTGAGE,0,1,19,5.8,paid off,1,small_business,MORTGAGE, > 1 Year,0.45
13824,Charged Off,12000,36 months,63000,9.24,8.06876,5065,28.0,debt_consolidation,RENT,0,1,23,4.8,default,11,debt_consolidation,RENT, > 1 Year,0.3
9225,Charged Off,16000,60 months,37200,29.13,14.9984,3470,56.0,debt_consolidation,RENT,1,1,12,1.6,default,3,debt_consolidation,RENT, > 1 Year,0.35
18890,Charged Off,10000,36 months,91000,14.29,4.7193,8468,78.4,medical,MORTGAGE,0,1,9,3.2,default,9,medical,MORTGAGE, > 1 Year,0.35
29458,Fully Paid,11400,36 months,108000,5.48,4.04667,22602,36.3,debt_consolidation,MORTGAGE,1,1,6,6.8,paid off,10,debt_consolidation,MORTGAGE, > 1 Year,0.75
37458,Fully Paid,8050,36 months,51000,7.95,6.68635,5519,56.9,debt_consolidation,OWN,1,0,11,3.4,paid off,9,debt_consolidation,OWN, > 1 Year,0.6
31062,Fully Paid,5300,36 months,74000,14.37,2.70843,6844,14.4,credit_card,MORTGAGE,1,1,15,7.0,paid off,8,credit_card,MORTGAGE, > 1 Year,0.45
33871,Fully Paid,12000,36 months,72000,2.97,6.54683,6375,35.4,other,RENT,1,1,4,5.6,paid off,7,other,RENT, > 1 Year,0.75
20518,Charged Off,6800,36 months,32000,19.54,9.30113,4830,89.3,other,RENT,1,1,4,2.2,default,5,other,RENT, > 1 Year,0.5
17021,Charged Off,12000,36 months,36000,20.77,13.3087,14616,64.1,debt_consolidation,RENT,0,1,11,5.6,default,5,debt_consolidation,RENT, > 1 Year,0.4
5851,Charged Off,20000,36 months,64000,20.83,13.3159,11881,50.8,debt_consolidation,RENT,1,1,11,1.8,default,2,debt_consolidation,RENT, > 1 Year,0.4
33644,Fully Paid,4100,36 months,50000,20.69,3.0792,9240,27.0,credit_card,MORTGAGE,1,1,12,6.8,paid off,5,credit_card,MORTGAGE, > 1 Year,0.45
25522,Fully Paid,24000,36 months,110000,3.95,8.64,19447,72.7,credit_card,RENT,1,1,5,5.6,paid off,8,credit_card,RENT, > 1 Year,0.5
7280,Charged Off,25000,36 months,125000,24.22,9.04205,18709,98.5,home_improvement,MORTGAGE,1,1,12,2.2,default,6,home_improvement,MORTGAGE, > 1 Year,0.25
21129,Charged Off,12500,60 months,46000,26.72,8.20461,9785,75.3,debt_consolidation,RENT,1,1,11,3.8,default,4,debt_consolidation,RENT, > 1 Year,0.3
44584,Fully Paid,22250,60 months,50000,27.67,14.7425,14813,88.2,debt_consolidation,MORTGAGE,1,1,10,2.8,paid off,7,debt_consolidation,MORTGAGE, > 1 Year,0.45
32431,Fully Paid,29900,60 months,83000,21.66,9.39687,19935,24.8,debt_consolidation,MORTGAGE,1,1,12,5.4,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.85
44701,Fully Paid,10000,36 months,46000,16.33,9.00965,13592,25.7,credit_card,OWN,0,1,25,3.6,paid off,10,credit_card,OWN, > 1 Year,0.55
11443,Charged Off,10850,36 months,31000,22.26,14.1739,12309,73.7,credit_card,MORTGAGE,1,1,7,5.8,default,7,credit_card,MORTGAGE, > 1 Year,0.45
32277,Fully Paid,8000,36 months,75324,4.11,3.91318,9611,22.1,car,MORTGAGE,1,1,10,6.4,paid off,11,major_purchase,MORTGAGE, > 1 Year,0.65
16652,Charged Off,8000,36 months,25000,15.2,13.3699,10894,67.7,other,RENT,1,1,11,4.4,default,5,other,RENT, > 1 Year,0.45
1513,Charged Off,4000,36 months,68400,20.3,2.55088,35410,79.7,debt_consolidation,OWN,1,1,27,2.4,default,8,debt_consolidation,OWN, > 1 Year,0.5
7293,Charged Off,10000,60 months,42000,30.23,6.97857,3776,75.5,debt_consolidation,MORTGAGE,1,1,7,4.8,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
5001,Charged Off,14125,36 months,30000,11.24,19.5136,23762,94.3,debt_consolidation,RENT,1,1,9,3.6,default,1,debt_consolidation,RENT, > 1 Year,0.45
4887,Charged Off,11200,36 months,63800,4.25,7.11404,8897,19.1,small_business,RENT,1,1,7,4.6,default,7,small_business,RENT, > 1 Year,0.7
12470,Charged Off,23850,36 months,53000,21.03,19.8079,12962,50.2,debt_consolidation,MORTGAGE,1,1,13,3.8,default,8,debt_consolidation,MORTGAGE, > 1 Year,0.4
24427,Fully Paid,8000,36 months,90000,34.36,3.44987,35661,58.7,debt_consolidation,MORTGAGE,1,1,32,5.2,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
32481,Fully Paid,2250,36 months,44000,1.53,2.04845,899,59.9,debt_consolidation,MORTGAGE,0,1,4,5.8,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.65
21241,Charged Off,23650,60 months,78000,23.77,10.3472,23877,70.4,debt_consolidation,RENT,1,1,8,1.2,default,8,debt_consolidation,RENT, > 1 Year,0.45
38912,Fully Paid,20000,60 months,80000,24.48,6.69165,20287,44.5,debt_consolidation,MORTGAGE,1,1,23,5.6,paid off,6,debt_consolidation,MORTGAGE, > 1 Year,0.6
42412,Fully Paid,7000,36 months,30935,15.87,9.21868,3503,56.5,credit_card,RENT,1,1,6,6.0,paid off,0,credit_card,RENT, < 1 Year,0.5
7472,Charged Off,30000,60 months,70000,28.42,12.5613,15600,31.0,debt_consolidation,MORTGAGE,1,1,18,4.8,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
29199,Fully Paid,4800,36 months,24000,19.55,8.649,4453,65.5,debt_consolidation,RENT,1,1,7,3.2,paid off,4,debt_consolidation,RENT, > 1 Year,0.7
29542,Fully Paid,8000,36 months,80000,7.53,3.81045,6301,52.1,debt_consolidation,RENT,0,1,9,7.0,paid off,7,debt_consolidation,RENT, > 1 Year,0.5
29700,Fully Paid,7000,36 months,72000,20.08,3.84667,70388,70.5,debt_consolidation,MORTGAGE,1,1,8,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
23604,Fully Paid,12000,36 months,95000,20.01,4.74303,14348,47.2,debt_consolidation,MORTGAGE,0,1,9,6.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.65
36586,Fully Paid,15000,60 months,65000,16.93,6.71668,19506,55.6,debt_consolidation,MORTGAGE,1,1,12,4.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
38371,Fully Paid,12000,36 months,60000,2.8,7.5098,7657,58.9,other,MORTGAGE,1,1,4,6.8,paid off,0,other,MORTGAGE, < 1 Year,0.65
1083,Charged Off,20000,60 months,95000,17.49,6.03764,39621,82.0,debt_consolidation,MORTGAGE,1,1,17,2.8,default,7,debt_consolidation,MORTGAGE, > 1 Year,0.4
10521,Charged Off,4125,36 months,25500,28.75,7.18682,5109,57.4,debt_consolidation,MORTGAGE,0,0,15,4.0,default,2,debt_consolidation,MORTGAGE, > 1 Year,0.3
13739,Charged Off,24000,60 months,89000,16.92,7.83492,15484,48.4,credit_card,MORTGAGE,1,1,11,4.6,default,9,credit_card,MORTGAGE, > 1 Year,0.45
30172,Fully Paid,6400,36 months,72000,10.95,3.4045,25060,76.9,debt_consolidation,MORTGAGE,1,1,8,7.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
26822,Fully Paid,9000,36 months,79000,2.61,4.20623,1787,7.7,major_purchase,MORTGAGE,1,1,11,6.4,paid off,5,major_purchase,MORTGAGE, > 1 Year,0.75
3436,Charged Off,6000,60 months,42000,19.71,3.76943,138,0.8,debt_consolidation,RENT,1,1,18,5.8,default,4,debt_consolidation,RENT, > 1 Year,0.4
29483,Fully Paid,2000,36 months,10000,3.48,8.064,571,61.9,credit_card,OWN,0,1,2,3.8,paid off,1,credit_card,OWN, > 1 Year,0.7
31193,Fully Paid,14000,36 months,83000,8.69,6.16048,7358,9.9,debt_consolidation,RENT,1,1,14,6.2,paid off,11,debt_consolidation,RENT, > 1 Year,0.8
15671,Charged Off,35000,36 months,246733,8.58,5.58424,20754,56.7,other,MORTGAGE,0,1,9,5.4,default,11,other,MORTGAGE, > 1 Year,0.45
1257,Charged Off,25000,60 months,50000,10.9,13.8029,17323,48.8,other,MORTGAGE,1,1,9,4.4,default,0,other,MORTGAGE, < 1 Year,0.45
42065,Fully Paid,13000,36 months,70000,20.56,6.87823,10657,29.2,credit_card,MORTGAGE,1,1,12,6.4,paid off,11,credit_card,MORTGAGE, > 1 Year,0.6
9840,Charged Off,14825,36 months,137000,26.12,4.90231,56296,77.0,wedding,MORTGAGE,1,1,14,2.4,default,3,other,MORTGAGE, > 1 Year,0.5
21571,Default,7000,36 months,47435,23.56,6.19188,9350,39.9,debt_consolidation,OWN,1,1,10,5.0,default,9,debt_consolidation,OWN, > 1 Year,0.4
45178,Fully Paid,2000,36 months,14400,12.83,5.76083,1099,32.3,moving,OWN,1,1,5,4.8,paid off,1,other,OWN, > 1 Year,0.35
6780,Charged Off,8725,36 months,43000,34.47,8.51358,3781,27.4,debt_consolidation,OWN,1,1,9,4.6,default,11,debt_consolidation,OWN, > 1 Year,0.45
38597,Fully Paid,6000,36 months,38004,0.0,6.63309,0,0.0,debt_consolidation,RENT,1,1,4,3.8,paid off,2,debt_consolidation,RENT, > 1 Year,0.5
12949,Charged Off,22000,36 months,100000,10.97,8.2266,40638,77.0,debt_consolidation,MORTGAGE,1,1,12,6.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
36599,Fully Paid,7250,36 months,150000,9.64,1.84176,26068,91.8,credit_card,OTHER,0,1,12,7.0,paid off,7,credit_card,RENT, > 1 Year,0.3
27542,Fully Paid,20000,36 months,78000,19.68,10.366,21547,64.7,debt_consolidation,MORTGAGE,1,1,13,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
21652,Charged Off,11050,36 months,120000,7.44,3.8474,5155,18.8,debt_consolidation,OWN,1,1,5,4.8,default,1,debt_consolidation,OWN, > 1 Year,0.45
43970,Fully Paid,14825,36 months,72800,12.68,8.2467,11627,51.7,debt_consolidation,MORTGAGE,1,1,10,5.8,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.3
30652,Fully Paid,9000,36 months,32000,16.91,11.5335,5216,34.3,debt_consolidation,RENT,1,1,9,4.2,paid off,3,debt_consolidation,RENT, > 1 Year,0.6
7265,Charged Off,20000,36 months,70000,14.44,11.2231,18950,31.6,small_business,MORTGAGE,1,1,11,5.4,default,11,small_business,MORTGAGE, > 1 Year,0.45
13957,Charged Off,24175,36 months,68000,12.76,13.3491,1491,16.9,home_improvement,MORTGAGE,1,1,8,6.8,default,6,home_improvement,MORTGAGE, > 1 Year,0.65
11389,Charged Off,22250,60 months,60600,27.62,11.4414,29200,91.8,debt_consolidation,MORTGAGE,1,1,9,3.8,default,2,debt_consolidation,MORTGAGE, > 1 Year,0.55
32592,Fully Paid,11125,36 months,48000,12.53,9.25375,12232,58.5,debt_consolidation,MORTGAGE,1,1,5,5.6,paid off,6,debt_consolidation,MORTGAGE, > 1 Year,0.5
11920,Charged Off,25000,60 months,92000,5.65,8.15152,21340,48.0,debt_consolidation,MORTGAGE,1,1,7,5.0,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.4
21545,Charged Off,18000,60 months,50000,17.64,12.8246,16042,58.1,other,OWN,1,1,12,2.0,default,11,other,OWN, > 1 Year,0.4
9042,Charged Off,16000,36 months,55000,25.44,11.2167,38839,92.3,debt_consolidation,MORTGAGE,1,1,7,5.2,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.45
215,Charged Off,3600,60 months,32000,17.25,3.44663,5944,68.3,debt_consolidation,RENT,1,1,8,4.0,default,2,debt_consolidation,RENT, > 1 Year,0.5
42703,Fully Paid,18000,36 months,75000,24.92,9.56448,23378,83.5,credit_card,MORTGAGE,1,1,11,5.6,paid off,4,credit_card,MORTGAGE, > 1 Year,0.55
9248,Charged Off,24000,60 months,88500,1.8,7.29668,8307,34.2,debt_consolidation,MORTGAGE,1,0,9,5.8,default,3,debt_consolidation,MORTGAGE, > 1 Year,0.45
17823,Charged Off,15000,36 months,120000,13.83,5.1333,13078,70.3,debt_consolidation,OWN,1,1,12,6.0,default,11,debt_consolidation,OWN, > 1 Year,0.4
3774,Charged Off,8000,36 months,48000,22.25,6.99025,8784,73.2,debt_consolidation,RENT,0,0,14,3.6,default,4,debt_consolidation,RENT, > 1 Year,0.45
18806,Charged Off,16000,60 months,53000,18.95,9.89864,20651,66.4,debt_consolidation,MORTGAGE,1,1,9,2.8,default,5,debt_consolidation,MORTGAGE, > 1 Year,0.35
28107,Fully Paid,3500,36 months,67200,2.96,1.91911,7426,27.4,home_improvement,MORTGAGE,1,1,7,6.4,paid off,3,home_improvement,MORTGAGE, > 1 Year,0.5
19943,Charged Off,6000,36 months,30000,11.68,8.0996,9412,67.7,debt_consolidation,RENT,1,1,7,5.8,default,4,debt_consolidation,RENT, > 1 Year,0.6
25292,Fully Paid,20000,60 months,84000,19.66,6.57286,32478,57.8,debt_consolidation,RENT,1,1,15,4.2,paid off,4,debt_consolidation,RENT, > 1 Year,0.55
28020,Fully Paid,12000,36 months,75000,21.25,7.18448,20841,99.2,other,MORTGAGE,0,1,5,2.4,paid off,5,other,MORTGAGE, > 1 Year,0.7
29522,Fully Paid,5000,36 months,35000,14.54,5.44354,4642,24.7,credit_card,RENT,1,1,11,7.0,paid off,11,credit_card,RENT, > 1 Year,0.6
2942,Charged Off,23000,36 months,98000,20.85,8.58955,12575,12.9,debt_consolidation,MORTGAGE,1,1,20,6.6,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
24332,Fully Paid,8000,36 months,76000,4.41,4.27753,6470,40.9,debt_consolidation,RENT,1,1,7,4.4,paid off,11,debt_consolidation,RENT, > 1 Year,0.75
20374,Charged Off,7300,36 months,52000,17.39,5.17246,3170,17.2,debt_consolidation,MORTGAGE,0,1,16,6.4,default,4,debt_consolidation,MORTGAGE, > 1 Year,0.4
10376,Charged Off,18775,36 months,70000,1.9,10.7088,5419,29.8,home_improvement,OWN,1,0,5,5.6,default,5,home_improvement,OWN, > 1 Year,0.55
41269,Fully Paid,4400,36 months,60000,23.08,3.0606,2573,32.6,major_purchase,RENT,1,1,11,5.0,paid off,1,major_purchase,RENT, > 1 Year,0.6
16461,Charged Off,9500,36 months,47000,12.0,8.07038,3268,44.2,car,RENT,1,1,10,5.6,default,5,major_purchase,RENT, > 1 Year,0.55
40856,Fully Paid,12000,36 months,38000,15.41,13.6563,11019,30.3,debt_consolidation,RENT,0,1,22,3.2,paid off,11,debt_consolidation,RENT, > 1 Year,0.7
36531,Fully Paid,14000,60 months,60000,24.54,7.9096,12576,74.0,credit_card,RENT,1,1,10,2.8,paid off,8,credit_card,RENT, > 1 Year,0.5
7705,Charged Off,15000,60 months,55000,21.25,7.80305,9073,46.5,debt_consolidation,OWN,0,1,12,4.4,default,4,debt_consolidation,OWN, > 1 Year,0.6
37181,Fully Paid,14000,36 months,50000,7.22,11.1794,8859,45.7,debt_consolidation,RENT,1,1,7,5.6,paid off,9,debt_consolidation,RENT, > 1 Year,0.55
37676,Fully Paid,5000,36 months,52000,16.71,3.78531,6590,45.1,debt_consolidation,RENT,1,1,12,5.4,paid off,4,debt_consolidation,RENT, > 1 Year,0.65
23903,Fully Paid,4600,36 months,45000,17.55,4.23093,6299,64.0,debt_consolidation,MORTGAGE,1,0,12,4.6,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.55
17601,Charged Off,4000,36 months,40000,12.45,4.1067,8228,36.6,moving,RENT,1,1,4,6.0,default,0,other,RENT, < 1 Year,0.5
26976,Fully Paid,5825,36 months,80000,16.79,3.0285,2898,55.7,home_improvement,MORTGAGE,1,1,11,5.0,paid off,8,home_improvement,MORTGAGE, > 1 Year,0.55
28130,Fully Paid,7000,36 months,50000,12.77,5.39184,13539,68.7,debt_consolidation,RENT,1,1,7,7.0,paid off,3,debt_consolidation,RENT, > 1 Year,0.45
41770,Fully Paid,22750,36 months,80004,14.73,6.92365,26639,41.0,debt_consolidation,MORTGAGE,1,1,11,5.8,paid off,3,debt_consolidation,MORTGAGE, > 1 Year,0.55
41121,Fully Paid,15000,36 months,63000,26.72,9.26895,44850,14.6,house,MORTGAGE,1,1,11,5.6,paid off,11,home_improvement,MORTGAGE, > 1 Year,0.55
23408,Fully Paid,3000,60 months,125000,12.15,0.836928,12044,59.0,other,OWN,1,1,12,1.6,paid off,9,other,OWN, > 1 Year,0.6
38420,Fully Paid,4125,36 months,60000,12.4,2.5096,5505,6.2,car,MORTGAGE,0,1,20,6.4,paid off,4,major_purchase,MORTGAGE, > 1 Year,0.7
44551,Fully Paid,5600,36 months,95000,8.12,2.33709,12951,74.9,credit_card,MORTGAGE,1,1,5,5.6,paid off,5,credit_card,MORTGAGE, > 1 Year,0.45
3835,Charged Off,23400,60 months,95000,17.65,6.76029,19635,24.5,debt_consolidation,MORTGAGE,1,1,17,4.2,default,11,debt_consolidation,MORTGAGE, > 1 Year,0.3
22814,Fully Paid,25000,36 months,74872,19.49,14.1443,25653,86.1,debt_consolidation,MORTGAGE,1,1,16,4.8,paid off,3,debt_consolidation,MORTGAGE, > 1 Year,0.5
15773,Charged Off,21175,36 months,53700,14.86,17.518,21365,41.3,debt_consolidation,MORTGAGE,1,1,17,4.0,default,8,debt_consolidation,MORTGAGE, > 1 Year,0.55
19861,Charged Off,5400,36 months,38000,17.72,5.82758,1295,40.5,debt_consolidation,RENT,1,1,5,4.2,default,3,debt_consolidation,RENT, > 1 Year,0.45
43472,Fully Paid,8000,36 months,42000,6.43,7.71371,9859,68.5,debt_consolidation,RENT,1,1,6,5.8,paid off,3,debt_consolidation,RENT, > 1 Year,0.6
15493,Charged Off,24000,60 months,65000,24.08,12.562,31934,94.5,credit_card,RENT,1,1,7,1.4,default,11,credit_card,RENT, > 1 Year,0.4
36065,Fully Paid,22000,60 months,63000,23.11,11.0371,25303,72.7,debt_consolidation,MORTGAGE,1,1,15,4.0,paid off,11,debt_consolidation,MORTGAGE, > 1 Year,0.6
24027,Fully Paid,7500,36 months,29000,14.73,10.6568,8347,28.3,debt_consolidation,RENT,1,1,9,4.2,paid off,2,debt_consolidation,RENT, > 1 Year,0.55
3937,Charged Off,1600,60 months,71200,14.8,0.588034,30721,80.0,other,RENT,1,1,5,5.6,default,11,other,RENT, > 1 Year,0.6
41409,Fully Paid,25000,60 months,174000,5.81,3.93269,26838,47.8,debt_consolidation,MORTGAGE,1,1,20,5.8,paid off,5,debt_consolidation,MORTGAGE, > 1 Year,0.7
180,Charged Off,8500,36 months,27050,10.25,13.2497,5956,62.7,credit_card,RENT,1,1,7,5.0,default,0,credit_card,RENT, < 1 Year,0.45
23566,Fully Paid,18000,36 months,103334,11.93,6.71651,22931,64.6,debt_consolidation,MORTGAGE,1,1,9,5.2,paid off,6,debt_consolidation,MORTGAGE, > 1 Year,0.6
19339,Charged Off,19200,36 months,81500,7.84,9.66066,15402,94.5,debt_consolidation,MORTGAGE,1,1,7,4.2,default,9,debt_consolidation,MORTGAGE, > 1 Year,0.4
27242,Fully Paid,6000,36 months,35000,14.47,7.488,6706,59.9,debt_consolidation,RENT,1,1,8,3.4,paid off,5,debt_consolidation,RENT, > 1 Year,0.6
